"00021220132104";"The Return of Don Corleone";"466585";"48753-0";"";"20121225"
"00021475010493";"CASTELNUOVO-TEDESCO, M.: Guitar Quintet, Op. 143 / DEBUSSY, C.: Petite suite / RAVEL, M.: Le tombeau de Couperin (Mediterranean Impressions) (Nestor)";"158028";"12391-0";"";"20100101"
"00021475011384";"PERRY, Z.P.: Art Songs and Piano Music (Peri, Taylor)";"861536";"12391-0";"";"20100223"
"00021475011896";"SLONIMSKY, N.: Piccolo Divertimento No. 1 / Studies in Black and White / Minitudes / Gravestones at Hancock (The Composer at the Piano) (Kraft)";"157970";"12391-0";"";"20100126"
"00021561606524";"Live at the Nordic Roots Festival 2000";"457064";"47045-0";"";"20130126"
"00021561606531";"Live at the Nordic Roots Festival 2000";"457064";"47045-0";"";"20170415"
"00021561607729";"Trio";"457064";"47045-0";"";"20130126"
"00021561608023";"Keyed Up";"457064";"47045-0";"";"20130125"
"00021561608429";"Prototyp";"458580";"47045-0";"";"20130126"
"00021561608528";"Du Da";"458581";"47045-0";"";"20130127"
"00021561609327";"Linnaeus VÃ¤sen";"457064";"47045-0";"";"20130125"
"00021561609624";"VÃ¤sen Street";"457064";"47045-0";"";"20130119"
"00021561609723";"Mindset";"457064";"47045-0";"";"20130116"
"00021561710023";"Brewed";"457064";"47045-0";"";"20170505"
"00021561710139";"1993";"457064";"47045-0";"";"20180407"
"00021561710221";"Rule of 3";"960233";"47537-0";"";"20190419"
"00021561817425";"Halloween, Alaska";"458642";"47537-0";"";"20050426"
"00021561817722";"Too Tall To Hide";"458642";"47537-0";"";"20050913"
"00021561817920";"Champagne Downtown";"458642";"47537-0";"";"20090407"
"00021694700120";"From Conception to Birth: A Life Unfolds";"138082";"8146-0";"";"20040127"
"00021694700526";"Thunder";"138083";"10092-0";"";"20041019"
"00021694700625";"Thunder (Rock Remix)";"138083";"10092-0";"";"20041110"
"00021694700724";"Selections from Autumn Thunder: 40 Years of NFL Films Music";"861418";"8563-0";"";"20041124"
"00021694700823";"The Sound of NASCAR";"861453";"10092-0";"";"20050126"
"00021694702025";"\"AÂ Chilling Championship\" (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702124";"\"Magnificent Eleven\"Â (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702223";"\"AÂ New Game\" (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702322";"\"Classic Battle\"Â  (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702421";"\"The Equalizer\"Â (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702520";"\"Salute to Courage\"Â (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702629";"\"A Golden Boy Again\" (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702728";"\"Ramblin' Man From Gramblin\"Â (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694702827";"\"Round-Up\"Â  (Da Riffs Madden Mix)";"138097";"8146-0";"";"20050809"
"00021694705125";"The Toughest Songs on Dirt";"138098";"10094-0";"";"20051104"
"00021694705224";"It's Time to Ride";"138100";"10094-0";"";"20051104"
"00021694706023";"Nothing at All";"138119";"8146-0";"";"20080925"
"00021694706122";"Sucks to be You";"138120";"8146-0";"";"20081010"
"00021694706221";"Unbreakable";"138120";"8146-0";"";"20081121"
"00021694706429";"Come Away - Nini Camps";"138131";"8146-0";"";"20090310"
"00021694706528";"Truth in 24 (Soundtrack From The Motion Picture)";"138085";"8563-0";"";"20090312"
"00021694706627";"Earth Day Every Day Remix";"138132";"8146-0";"";"20090422"
"00021694707020";"Hard Knocks (Soundtrack From the HBO Series)";"138085";"8563-0";"";"20090801"
"00021694707112";"Music from NFL Films Volume 1";"120491";"8563-0";"";"20090910"
"00021694707211";"Music from NFL Films Volume 2";"120491";"8563-0";"";"20090910"
"00021694707624";"Doctor Strange Score";"120487";"8562-0";"";"20090831"
"00021694707723";"Music from Hulk vs. Thor";"120487";"8562-0";"";"20090831"
"00021694707822";"Music from Hulk vs. Wolverine";"120487";"8562-0";"";"20090831"
"00021694707921";"Iron Man Armored Adventures Theme";"120488";"8562-0";"";"20090831"
"00021694708225";"Music from Ultimate Avengers: The Movie";"120487";"8562-0";"";"20090831"
"00021694708324";"Music from Ultimate Avengers 2";"120487";"8562-0";"";"20090831"
"00021694708416";"Music from NFL Films Volume 1";"120491";"8563-0";"";"20090910"
"00021694708515";"Music from NFL Films Volume 2";"120491";"8563-0";"";"20090910"
"00021694708522";"I Love Loving You (Giuliana & Bill Theme)";"120490";"8146-0";"";"20090831"
"00021694708621";"Music from The Superhero Squad Show";"122502";"8562-0";"";"20090915"
"00021694708720";"Theme from Astonishing X-Men Motion Comic";"139278";"8562-0";"";"20091013"
"00021694708829";"Theme from Spider-Woman Motion Comic";"139279";"8562-0";"";"20091013"
"00021694709024";"The Lombardi Trophy Theme (The Official Theme of the Super Bowl)";"138085";"8563-0";"";"20091023"
"00021694709123";"NFL Films: Sprint Right (The Official Theme of the NFL)";"138084";"8563-0";"";"20091023"
"00021694709222";"Run to the Playoffs (Theme of Thursday Night Football)";"138085";"8563-0";"";"20091023"
"00021694709321";"Help Me";"139171";"8146-0";"";"20091013"
"00021694709420";"Let It Go";"139171";"8146-0";"";"20091013"
"00021694709529";"Rise Up (Music Video from Astonishing X-Men Motion Comic)";"139278";"8562-0";"";"20091014"
"00021694709628";"Watch Your Step (Music Video from Spider-Woman Motion Comic)";"139829";"8562-0";"";"20091014"
"00021694709727";"Music from Planet Hulk";"120487";"8562-0";"";"20091201"
"00021694709826";"I Can";"146813";"8146-0";"";"20081104"
"00021694709925";"All I Need";"149361";"8146-0";"";"20091215"
"00021694710327";"All I Need (Dance Remix)";"149361";"8146-0";"";"20100223"
"00021694710426";"Youth in Revolt (Original Score)";"163976";"13382-0";"";"20100302"
"00021694710525";"Sit With Me Tonight";"164305";"8146-0";"";"20100309"
"00021694710624";"Never Look Back";"169406";"8146-0";"";"20100504"
"00021694710723";"All That I Know";"169406";"8146-0";"";"20100504"
"00021694710822";"Saddest Song";"169406";"8146-0";"";"20100706"
"00021694710921";"Right Now";"169406";"8146-0";"";"20100608"
"00021694711027";"Don't Pass Me By";"175558";"8146-0";"";"20100511"
"00021694711126";"Take You Down";"181926";"8146-0";"";"20100616"
"00021694711225";"A Little Bit - Single";"138119";"8146-0";"";"20100716"
"00021694711324";"Music From NFL Films Vol. 3";"120491";"8563-0";"";"20100914"
"00021694711423";"Music From NFL Films Vol. 4";"120491";"8563-0";"";"20100914"
"00021694711522";"America's Game Vol. 1 (Music From The NFL Films Series)";"138085";"8563-0";"";"20100914"
"00021694711621";"America's Game Vol. 2 (Music From The NFL Films Series)";"138084";"8563-0";"";"20100914"
"00021694711720";"Everything is Changing";"164305";"8146-0";"";"20100914"
"00021694712024";"Lombardi (Soundtrack from the HBO Film)";"138085";"8563-0";"";"20101207"
"00021694712123";"Try";"233413";"24558-0";"";"20110203"
"00021694712222";"Anywhere With You";"235613";"24558-0";"";"20110214"
"00021694712321";"Music From NFL Films Vol. 5";"120491";"8563-0";"";"20110330"
"00021694712420";"America's Game Vol. 3 (Music From The NFL Films Series)";"138085";"8563-0";"";"20110330"
"00021694712529";"America's Game Vol. 4 (Music From The NFL Films Series)";"138084";"8563-0";"";"20110330"
"00021694712727";"Truth in 24 (Soundtrack From The Motion Picture)";"138085";"8563-0";"";"20090312"
"00021694712826";"The Lombardi Trophy Theme (The Official Theme of the Super Bowl)";"138085";"8563-0";"";"20091023"
"00021694712925";"Run to the Playoffs (Theme of Thursday Night Football)";"138085";"8563-0";"";"20091023"
"00021694713021";"NFL Films: Sprint Right (The Official Theme of the NFL)";"138084";"8563-0";"";"20091023"
"00021694713120";"Hard Knocks (Soundtrack From the HBO Series)";"138085";"8563-0";"";"20090801"
"00021694713229";"Truth in 24 (Soundtrack From The Motion Picture)";"138085";"8563-0";"";"20090312"
"00021694713328";"Airplane";"278601";"30701-0";"";"20110715"
"00021694713427";"Echoes of Eternity (Theme of the Pro Football Hall of Fame)";"138085";"8563-0";"";"20110806"
"00021694713526";"America's Game Vol. 5 (Music from the NFL Films Series)";"337566";"30701-0";"";"20120128"
"00021694713625";"America's Game Vol. 6 \"The Missing Rings\" (Music from the NFL Films Series)";"337100";"30701-0";"";"20120128"
"00021694713724";"Music from NFL Films Vol. 6";"337585";"30701-0";"";"20120128"
"00021694713823";"Namath (Soundtrack from the HBO Film)";"337100";"30701-0";"";"20120128"
"00021694713922";"Road to the Super Bowl XLIII (Soundtrack from the NFL Films Production)";"337100";"30701-0";"";"20120128"
"00021694714028";"Sexaholic";"278601";"30701-0";"";"20120317"
"00021694714127";"Hard Knocks Volume 2 (Soundtrack from the HBO Series)";"337100";"30701-0";"";"20120801"
"00021694714226";"Steve Sabol - A Hero Remembered - Single";"432113";"44811-0";"";"20120920"
"00021694714325";"NFL Rush Zone - Season 2 (Music from the Animated Series)";"432113";"44811-0";"";"20121217"
"00021694714424";"Valentino Reimagined";"472623";"30701-0";"";"20130128"
"00021694714523";"Beautiful Monster";"278601";"30701-0";"";"20130715"
"00021694714622";"Road to the Super Bowl XLIV (Soundtrack to the NFL Films Production)";"432113";"44811-0";"";"20130904"
"00021694714721";"Road To the Super Bowl XLV (Soundtrack To the NFL Films Production)";"432113";"44811-0";"";"20140115"
"00021694714820";"Super Bowl Memories";"552370";"44811-0";"";"20140115"
"00021694714929";"Tune To You";"563108";"24558-0";"";"20140304"
"00021823314624";"Robert Ffrench, Heavy D And Friends";"112692";"7932-0";"";"20090616"
"00021823323428";"Radically Radics";"513547";"52865-0";"";"20130808"
"00021823608624";"Early Years";"511274";"52865-0";"";"20130801"
"00021823628325";"Master Plan - The Complete Gang & De-Lite Recordings 1974-78";"511585";"52865-0";"";"20130801"
"00021964706326";"Smile";"138131";"8146-0";"";"20100331"
"00022099028000";"Presence";"217458";"20987-0";"";"20100920"
"00022099028017";"The Grid";"234157";"20987-0";"";"20110130"
"00022099028048";"Fish Boast Of Fishing";"298192";"20987-0";"";"20110801"
"00022099028079";"The Blues Of Joy";"301174";"20987-0";"";"20110110"
"00022099028093";"Raetina";"366727";"20987-0";"";"20120329"
"00022099028109";"Gone, Without Saying";"217460";"20987-0";"";"20111221"
"00022099145523";"Bornagain Presents Born Against The Razor Wire";"206468";"19946-0";"";"20100920"
"00022099186441";"World In My Eyes";"194568";"18387-0";"";"20100806"
"00022099728986";"Matchbook Manifesto";"202707";"19581-0";"";"20100831"
"00022099749875";"Canterbury Blue EP";"516338";"54157-0";"";"20130811"
"00022099846741";"Modern Medicine EP 2011";"294095";"32522-0";"";"20110808"
"00022211211921";"The Two Sides Of Sam Cooke";"100755";"7159-0";"";"20090623"
"00022211213925";"Bayou Blues";"120067";"6698-0";"";"20060829"
"00022211215424";"The Essential Little Richard";"116049";"6698-0";"";"20060711"
"00022211443728";"Sam Cooke With The Soul Stirrers";"119004";"6698-0";"";"20060516"
"00022211700128";"Poet Of The Blues";"119005";"7159-0";"";"20060725"
"00022211700326";"The Blues Balladeer";"119007";"6698-0";"";"20060829"
"00022211700524";"Jimmy Liggins And His Drops Of Joy";"119008";"6698-0";"";"20060905"
"00022211700623";"Joe Liggins & The Honeydrippers";"119009";"6698-0";"";"20060919"
"00022211700722";"Sufferin' Mind";"120068";"6698-0";"";"20060718"
"00022211700821";"Jungle Hop";"119011";"6698-0";"";"20060912"
"00022211700920";"Sam Cooke With The Soul Stirrers";"119004";"6698-0";"";"20060328"
"00022211701224";"The Georgia Peach";"116049";"6698-0";"";"20060711"
"00022211701422";"The Lifeboat";"119012";"6698-0";"";"20060926"
"00022211701521";"Rainbow In The Sky";"119013";"6698-0";"";"20060829"
"00022211701620";"Dragnet For Jesus";"119014";"6698-0";"";"20060829"
"00022211701729";"Get On Board";"119041";"6698-0";"";"20070313"
"00022211701828";"Graveyard Blues";"115731";"6338-0";"";"19920625"
"00022211702023";"Angels In Harlem";"119015";"6698-0";"";"20060912"
"00022211702122";"The Hollywood Flames";"119016";"6698-0";"";"20060912"
"00022211702528";"Dripper's Boogie";"119009";"6698-0";"";"20060905"
"00022211702627";"Rough Weather Blues, Vol. 2";"119008";"6698-0";"";"20060926"
"00022211703129";"Jesus Gave Me Water";"117956";"6698-0";"";"20060718"
"00022211703426";"Old Time Religion";"119019";"6698-0";"";"20060912"
"00022211703525";"Everybody's Blues";"117603";"7159-0";"";"20060912"
"00022211703921";"Zodico Blues & Boogie";"120067";"6698-0";"";"20060829"
"00022211704126";"The Sermon";"119040";"6698-0";"";"20060704"
"00022211704423";"Heavenly Light";"118656";"7159-0";"";"20061205"
"00022211704621";"Rock Me Daddy, Vol. 1";"119029";"6698-0";"";"20061003"
"00022211704829";"Jump Jack Jump!";"119030";"6698-0";"";"20060829"
"00022211705222";"The Last Mile Of The Way";"117956";"6698-0";"";"20060620"
"00022211705727";"Bad, Bad Whiskey";"100530";"6698-0";"";"20080701"
"00022211706120";"Bloodstains On The Wall: Country Blues From Specialty";"100530";"6698-0";"";"20080701"
"00022211706229";"X-Temporaneous Boogie";"119029";"6698-0";"";"20060912"
"00022211707127";"Going Back: A Collection Of Rhythm & Blues";"100530";"6698-0";"";"20080701"
"00022211720324";"Oh Lord, Stand By Me / Marching Up To Zion";"119040";"6698-0";"";"20060704"
"00022211720522";"The Best Of Dorothy Love Coates And The Original Gospel Harmonettes";"119041";"6698-0";"";"20060926"
"00022228884682";"Dark Clouds B/W Don't Know Why";"803730";"52853-0";"";"20160909"
"00022228884712";"Don't Lose Your Mind";"702142";"52853-0";"";"20170630"
"00022228884729";"Songs of Our Times";"504230";"52853-0";"";"20171208"
"00022228884743";"Ten Clear Petals / Dark Night of the Soul";"527671";"52853-0";"";"20181130"
"00022397297429";"People Like Us";"17547";"1986-0";"";"19930102"
"00022945212829";"Comedy On Steroids";"18249";"2167-0";"";"20070501"
"00022945212928";"Wet & Wild Comedy";"14696";"2167-0";"";"20070501"
"00022945213024";"Maid For Fun Comedy";"16719";"2167-0";"";"20070501"
"00022945900122";"Louis L'Amour, Volume 1";"21145";"2167-0";"";"19940101"
"00022945900221";"Louis L'Amour, Volume 2";"21145";"2167-0";"";"19940101"
"00022945900320";"Louis L'Amour, Volume 3";"21145";"2167-0";"";"20070701"
"00022945900429";"Louis L'Amour, Volume 4";"21145";"2167-0";"";"20070701"
"00022945900528";"Louis L'Amour, Volume 5";"21145";"2167-0";"";"19940101"
"00022945900627";"Louis L'Amour, Volume 6";"21145";"2167-0";"";"19940101"
"00022945900726";"Louis L'Amour, Volume 7";"21145";"2167-0";"";"19940101"
"00022945900825";"Louis L'Amour, Volume 8";"21145";"2167-0";"";"19940101"
"00022945900924";"Louis L'Amour, Volume 9";"21145";"2167-0";"";"19940101"
"00022945901020";"Louis L'Amour, Volume 10";"21145";"2167-0";"";"19940101"
"00022945901129";"Louis L'Amour, Volume 11";"21145";"2167-0";"";"19940101"
"00022945901228";"Louis L'Amour, Volume 12";"21145";"2167-0";"";"19940101"
"00024051103824";"Sacred Site";"343009";"37289-0";"";"19930810"
"00024543014751";"Prometiste";"1172407";"103100-0";"";"20200927"
"00024543018025";"Covid-19";"1173255";"103100-0";"";"20200928"
"00024543018896";"La paso relajado";"1173257";"103100-0";"";"20201001"
"00024543055976";"Los doble cara";"1173255";"103100-0";"";"20201009"
"00024543085942";"Cosas del barrio";"1174006";"103100-0";"";"20201016"
"00024543096337";"El legado de arturo";"1172407";"103100-0";"";"20201024"
"00024543129196";"Como debe ser";"1173255";"103100-0";"";"20201105"
"00024543182351";"Gracias";"1175119";"103100-0";"";"20201103"
"00024543182962";"El Toro De Jalisco";"1173255";"103100-0";"";"20201210"
"00024543183808";"Va Acelerado";"1174126";"103100-0";"";"20201212"
"00024543184706";"El chico";"1175120";"103100-0";"";"20201208"
"00024543191827";"En vivo 2020";"1173255";"103100-0";"";"20201207"
"00024543236870";"DÃ©jame saber";"1174006";"103100-0";"";"20201223"
"00024543241140";"Que bonito es lo bonito";"1174143";"103100-0";"";"20201224"
"00024543242079";"Desierto y La ciudad";"1175119";"103100-0";"";"20201230"
"00024543283119";"El terror de la linea";"1174063";"103100-0";"";"20210108"
"00024543326861";"El niÃ±o de la tuna";"1173255";"103100-0";"";"20210123"
"00024543360292";"Las De Ayer Estan Presentes, Vol. 2";"1172407";"103100-0";"";"20210205"
"00024543362692";"AquÃ­ hay con que";"1173255";"103100-0";"";"20210204"
"00024543392774";"El Pitufo";"1173659";"103100-0";"";"20210213"
"00024543392811";"El Barbon";"1173620";"103100-0";"";"20210212"
"00024543406921";"EL de la FJ";"1172407";"103100-0";"";"20210219"
"00024543422020";"Psicosis";"1173257";"103100-0";"";"20210312"
"00024543422891";"Sin signos vitales";"1173620";"103100-0";"";"20210225"
"00024543425151";"Child Of The Government";"1130693";"102164-0";"";"20210330"
"00024543454212";"No Valoraste";"1173395";"103100-0";"";"20210317"
"00024543483762";"Por Favor";"1160841";"101204-0";"";"20210726"
"00024543489962";"De la ciudad al Rancho, Vol. 1";"1172407";"103100-0";"";"20210326"
"00024543493938";"Final Hour";"1137866";"101204-0";"";"20210423"
"00024543501640";"JuaNito el michoacano";"1173350";"103100-0";"";"20210409"
"00024543529392";"Vamos bien";"1173933";"103100-0";"";"20210401"
"00024543549468";"Hush";"1130693";"102164-0";"";"20210511"
"00024543578116";"El PrÃ³ximo";"1173395";"103100-0";"";"20210426"
"00024543593614";"Wild Whisper";"1130693";"102164-0";"";"20210618"
"00024543715566";"Por Estar Contigo";"1173395";"103100-0";"";"20210531"
"00024543716143";"El Bato";"1172407";"103100-0";"";"20210611"
"00024543732136";"Seguimos Avanzando";"1174006";"103100-0";"";"20210604"
"00024543744573";"Ella Me Dejo";"1173350";"103100-0";"";"20210607"
"00024543744580";"El Panda";"1173350";"103100-0";"";"20210607"
"00024543744689";"Llueven Los De A mil";"1173350";"103100-0";"";"20210609"
"00024543814221";"El Hombre Alegre";"1172407";"103100-0";"";"20210625"
"00024543823193";"El Roto";"1172407";"103100-0";"";"20210628"
"00024543838265";"Cuando el destino";"1173396";"103100-0";"";"20210630"
"00024543871705";"Paso Propio";"1173348";"103100-0";"";"20210705"
"00024543888130";"Andar de lijera";"1173395";"103100-0";"";"20210708"
"00024543897989";"El Marihuano";"1173659";"103100-0";"";"20210712"
"00024543897996";"Eso y Mas";"1174005";"103100-0";"";"20210717"
"00024543898016";"Te Amo";"1174005";"103100-0";"";"20210731"
"00024543899037";"Que Sucede";"1174103";"103100-0";"";"20210714"
"00024543901860";"Cuanto Me Gusta Este Rancho";"1172407";"103100-0";"";"20210716"
"00024589715964";"Ã€ la DiscothÃ¨que";"975955";"94545-0";"";"20191228"
"00024589723600";"ç¥žç§˜";"975955";"94545-0";"";"20191210"
"00024589729978";"CandomblÃ© (Brazil Sound Elements & Electronica)";"975955";"94545-0";"";"20200401"
"00024589734613";"Sun Dome: Sunset Reloaded";"975955";"94545-0";"";"20191128"
"00024589738642";"Fire 3:  Club up in Flames";"945546";"41080-0";"";"20181207"
"00024589754352";"R Not Da Same";"1065010";"101204-0";"";"20200323"
"00025040050228";"The Vortex: Quantum Gate II";"432457";"37289-0";"";"19941018"
"00025040050327";"If Then... Else";"432457";"37289-0";"";"19951121"
"00025040050426";"World Without Rules";"344742";"37289-0";"";"19960813"
"00025040050525";"Mox";"344724";"37289-0";"";"19980414"
"00025040050624";"Score";"344742";"37289-0";"";"19990126"
"00025041000024";"Novus Magnificat (Alternate Version)";"343010";"37289-0";"";"19860101"
